,Unnamed: 0,DateTime,Latitude,Longitude,Depth,Magnitude,MagType,NbStations,Gap,Distance,RMS,Source,EventID,Days
2444,5661,1989-10-21 17:15:20.410,37.0705,-121.9313,18.41,1.48,Md,18,100.0,7.0,0.04,NC,212271.0,3.0
2445,5662,1989-10-21 17:15:26.140,36.9785,-121.7323,1.12,0.82,Md,8,209.0,4.0,0.18,NC,212176.0,3.0
2446,5663,1989-10-21 17:17:55.040,37.1275,-121.8337,0.4,0.83,Md,13,99.0,2.0,0.03,NC,212177.0,3.0
2447,5664,1989-10-21 17:25:21.400,37.106,-121.8713,3.4,0.95,Md,8,195.0,3.0,0.02,NC,212178.0,3.0
2448,5665,1989-10-21 17:28:33.300,37.0223,-121.8365,15.34,1.34,Md,23,86.0,2.0,0.03,NC,212277.0,3.0
2449,5666,1989-10-21 17:39:12.840,37.0275,-121.827,15.95,0.83,Md,12,113.0,1.0,0.02,NC,212278.0,3.0
2450,5667,1989-10-21 17:44:03.460,37.1473,-121.9728,4.1,1.13,Md,16,88.0,4.0,0.03,NC,212279.0,3.0
2451,5668,1989-10-21 17:44:16.360,36.9423,-121.6802,9.76,0.94,Md,32,109.0,2.0,0.04,NC,212364.0,3.0
2452,5669,1989-10-21 17:57:53.680,37.3742,-122.1288,3.66,2.11,Md,50,85.0,5.0,0.11,NC,212280.0,3.0
2453,5670,1989-10-21 18:00:21.070,37.0683,-121.9357,18.39,1.4,Md,17,104.0,7.0,0.03,NC,212281.0,3.0
2454,5671,1989-10-21 18:02:27.190,36.9707,-121.7302,12.32,0.86,Md,15,132.0,4.0,0.03,NC,212282.0,3.0
2455,5672,1989-10-21 18:09:35.690,37.207,-122.0112,5.68,1.3,Md,17,112.0,2.0,0.03,NC,212283.0,3.0
2456,5673,1989-10-21 18:18:10.760,37.1483,-121.9608,9.96,2.48,Md,64,57.0,3.0,0.07,NC,212296.0,3.0
2457,5674,1989-10-21 18:25:26.880,36.9795,-121.7142,6.58,0.75,Md,16,111.0,3.0,0.02,NC,212297.0,3.0
2458,5675,1989-10-21 18:30:11.120,36.8887,-121.5297,5.53,1.01,Md,10,77.0,4.0,0.04,NC,212300.0,3.0
2459,5676,1989-10-21 18:32:29.140,36.9827,-121.6988,9.01,0.55,Md,4,169.0,3.0,0.0,NC,1167311.0,3.0
2460,5677,1989-10-21 18:33:05.600,37.0272,-121.833,13.85,1.95,Md,11,82.0,1.0,0.05,NC,212301.0,3.0
2461,5678,1989-10-21 18:35:56.380,37.0555,-121.8225,8.77,1.33,Md,19,57.0,1.0,0.05,NC,212302.0,3.0
2462,5679,1989-10-21 18:39:49.870,37.006,-121.7303,7.54,1.04,Md,22,94.0,5.0,0.02,NC,212303.0,3.0
2463,5680,1989-10-21 18:41:03.810,37.1133,-121.9767,13.54,1.18,Md,16,95.0,7.0,0.03,NC,212372.0,3.0
2464,5681,1989-10-21 18:55:42.230,36.9928,-121.7155,8.26,0.72,Md,12,104.0,5.0,0.02,NC,212304.0,3.0
2465,5682,1989-10-21 18:56:54.600,37.1182,-121.8418,0.77,0.81,Md,18,108.0,4.0,0.03,NC,212305.0,3.0
2466,5683,1989-10-21 19:08:12.340,36.9117,-121.6555,9.77,1.09,Md,30,110.0,2.0,0.05,NC,212306.0,3.0
2467,5684,1989-10-21 19:15:12.890,37.1712,-121.992,6.87,0.99,Md,20,78.0,3.0,0.03,NC,212491.0,3.0
2468,5685,1989-10-21 19:15:50.260,36.9052,-121.5752,5.47,1.24,Md,13,117.0,3.0,0.06,NC,1167312.0,3.0
2469,5686,1989-10-21 19:16:22.940,37.0505,-121.7968,4.8,1.35,Md,7,149.0,4.0,0.02,NC,1167313.0,3.0
2470,5687,1989-10-21 19:16:58.240,36.971,-121.7322,14.19,1.89,Md,57,72.0,4.0,0.08,NC,212513.0,3.0
2471,5688,1989-10-21 19:17:55.770,37.045,-121.9312,7.54,0.95,Md,4,210.0,3.0,0.12,NC,1167314.0,3.0
2472,5689,1989-10-21 19:25:44.480,36.922,-121.6652,10.35,1.19,Mx,13,154.0,4.0,0.02,NC,212494.0,3.0
2473,5690,1989-10-21 19:30:28.140,37.0503,-121.8685,13.63,0.78,Md,15,116.0,3.0,0.02,NC,212495.0,3.0
2474,5691,1989-10-21 19:33:08.440,37.1817,-121.9688,3.36,1.26,Md,20,77.0,3.0,0.04,NC,212496.0,3.0
2475,5692,1989-10-21 19:37:28.310,36.9907,-121.7542,14.57,1.3,Md,23,109.0,7.0,0.02,NC,212497.0,3.0
2476,5693,1989-10-21 19:44:20.360,36.9548,-121.6875,8.7,1.41,Md,37,47.0,1.0,0.05,NC,213160.0,3.0
2477,5694,1989-10-21 19:45:09.850,37.1205,-121.8683,6.24,0.63,Md,4,198.0,5.0,0.0,NC,1167315.0,3.0
2478,5695,1989-10-21 19:47:11.050,37.1647,-121.9898,12.56,1.3,Md,6,245.0,4.0,0.02,NC,1167316.0,3.0
2479,5696,1989-10-21 19:50:44.990,36.9275,-121.6668,8.67,0.76,Md,8,138.0,4.0,0.04,NC,1167317.0,3.0
2480,5697,1989-10-21 19:53:08.700,36.9178,-121.6578,7.64,1.3,Md,23,118.0,2.0,0.07,NC,1167318.0,3.0
2481,5698,1989-10-21 19:55:43.170,36.9435,-121.6698,8.39,0.67,Md,8,127.0,2.0,0.04,NC,1167319.0,3.0
2482,5699,1989-10-21 19:56:43.960,37.0917,-121.833,3.64,1.5,Md,8,106.0,7.0,0.01,NC,1167320.0,3.0
2483,5700,1989-10-21 20:02:47.380,37.0648,-121.7975,7.95,1.4,Md,21,81.0,2.0,0.06,NC,1167321.0,3.0
2484,5701,1989-10-21 20:05:02.070,36.9653,-121.674,10.26,1.61,Md,28,41.0,2.0,0.08,NC,1167322.0,3.0
2485,5702,1989-10-21 20:07:37.930,36.8547,-121.5835,6.6,1.24,Md,19,72.0,3.0,0.05,NC,1167323.0,3.0
2486,5703,1989-10-21 20:09:22.890,37.0812,-121.8272,5.39,0.98,Md,15,139.0,3.0,0.03,NC,213161.0,3.0
2487,5704,1989-10-21 20:12:18.930,37.0528,-121.7917,5.67,0.47,Md,6,120.0,2.0,0.01,NC,213163.0,3.0
2488,5705,1989-10-21 20:17:50.630,37.107,-121.8447,3.05,0.93,Md,17,65.0,1.0,0.04,NC,213164.0,3.0
2489,5706,1989-10-21 20:32:34.220,37.0833,-121.797,3.91,0.52,Md,4,135.0,4.0,0.0,NC,1167325.0,3.0
2490,5707,1989-10-21 20:33:28.320,37.0273,-121.7222,4.12,0.84,Md,12,179.0,3.0,0.04,NC,213226.0,3.0
2491,5708,1989-10-21 20:34:10.120,37.1727,-121.9793,7.32,1.79,Md,26,55.0,3.0,0.04,NC,213166.0,3.0
2492,5709,1989-10-21 20:35:39.030,37.052,-121.8228,10.65,1.32,Md,34,55.0,1.0,0.07,NC,213227.0,3.0
2493,5710,1989-10-21 20:46:18.090,37.0002,-121.7663,13.48,1.17,Md,10,192.0,5.0,0.02,NC,213167.0,3.0
2494,5711,1989-10-21 20:48:38.650,36.9652,-121.7098,13.58,0.98,Md,25,120.0,2.0,0.05,NC,213327.0,3.0
2495,5712,1989-10-21 20:49:28.130,37.1702,-121.983,6.89,1.16,Md,18,76.0,4.0,0.04,NC,213287.0,3.0
2496,5713,1989-10-21 20:54:28.880,37.0973,-121.8508,2.96,0.96,Md,14,200.0,2.0,0.03,NC,213288.0,3.0
2497,5714,1989-10-21 20:58:18.000,36.9728,-121.7245,12.37,1.06,Md,13,119.0,8.0,0.02,NC,213289.0,3.0
2498,5715,1989-10-21 21:04:48.410,36.9635,-121.836,7.64,0.95,Md,6,211.0,2.0,0.06,NC,1167326.0,3.0
2499,5716,1989-10-21 21:05:47.460,36.9435,-121.6817,9.93,1.4,Md,41,76.0,2.0,0.06,NC,213290.0,3.0
2500,5717,1989-10-21 21:11:08.720,36.9312,-121.6662,8.0,0.92,Md,26,136.0,0.0,0.05,NC,213292.0,3.0
2501,5718,1989-10-21 21:19:10.180,37.1612,-121.968,8.86,1.13,Md,17,61.0,3.0,0.04,NC,213293.0,3.0
2502,5719,1989-10-21 21:26:27.960,37.0268,-121.8007,5.8,0.68,Md,11,174.0,2.0,0.01,NC,213294.0,3.0
2503,5720,1989-10-21 21:29:58.810,37.0988,-121.8495,2.98,1.16,Md,16,75.0,2.0,0.03,NC,212503.0,3.0
2504,5721,1989-10-21 21:34:33.900,36.9535,-121.7082,12.33,1.55,Md,20,124.0,1.0,0.03,NC,212504.0,3.0
2505,5722,1989-10-21 21:36:17.610,37.1668,-122.0252,9.03,1.06,Md,15,57.0,0.0,0.04,NC,212505.0,3.0
2506,5723,1989-10-21 21:39:27.570,37.1903,-122.0488,14.09,1.2,Md,24,56.0,3.0,0.09,NC,212776.0,3.0
2507,5724,1989-10-21 21:44:47.950,37.0943,-121.8905,9.32,1.14,Md,12,65.0,5.0,0.02,NC,212777.0,3.0
2508,5725,1989-10-21 21:47:08.030,36.9062,-121.6425,6.89,2.31,Md,66,70.0,3.0,0.07,NC,212778.0,3.0
2509,5726,1989-10-21 21:51:57.270,37.1062,-121.8658,4.07,1.97,Md,37,43.0,3.0,0.07,NC,212779.0,3.0
2510,5727,1989-10-21 22:03:39.010,36.969,-121.5937,0.81,1.24,Md,20,50.0,2.0,0.15,NC,212780.0,3.0
2511,5728,1989-10-21 22:05:07.630,37.1593,-122.0588,11.34,1.15,Md,20,73.0,3.0,0.06,NC,212803.0,3.0
2512,5729,1989-10-21 22:07:39.040,37.018,-121.8027,15.81,1.16,Mx,12,122.0,2.0,0.02,NC,212826.0,3.0
2513,5730,1989-10-21 22:14:56.420,37.0677,-121.8975,14.94,4.7,ML,88,85.0,5.0,0.09,NC,10090142.0,3.0
2514,5731,1989-10-21 22:18:32.120,37.1138,-121.8362,7.47,1.37,Md,8,146.0,1.0,0.01,NC,213332.0,3.0
2515,5732,1989-10-21 22:19:52.010,37.0765,-121.8933,13.62,0.84,Md,16,91.0,6.0,0.02,NC,213333.0,3.0
2516,5733,1989-10-21 22:24:17.410,37.0752,-121.8925,13.76,1.3,Md,19,90.0,5.0,0.03,NC,213334.0,3.0
2517,5734,1989-10-21 22:26:01.850,37.0732,-121.8908,13.03,1.91,Md,47,57.0,5.0,0.06,NC,213338.0,3.0
2518,5735,1989-10-21 22:27:47.990,36.8935,-122.2627,41.95,1.96,Md,19,295.0,37.0,0.33,NC,213341.0,3.0
2519,5736,1989-10-21 22:30:54.290,37.0747,-121.897,14.21,1.45,Md,17,76.0,5.0,0.04,NC,1167329.0,3.0
2520,5737,1989-10-21 22:31:32.530,37.0722,-121.864,6.04,0.81,Md,4,186.0,5.0,0.0,NC,1167330.0,3.0
2521,5738,1989-10-21 22:33:33.280,37.0745,-121.8948,12.91,1.36,Md,16,103.0,5.0,0.04,NC,1167331.0,3.0
2522,5739,1989-10-21 22:36:48.200,37.1322,-122.0,11.7,1.27,Md,12,106.0,7.0,0.03,NC,1167332.0,3.0
2523,5740,1989-10-21 22:37:52.150,37.076,-121.8942,13.64,1.39,Md,10,145.0,5.0,0.02,NC,1167333.0,3.0
2524,5741,1989-10-21 22:40:56.560,37.0148,-121.8072,15.51,1.26,Md,6,166.0,1.0,0.02,NC,1167334.0,3.0
2525,5742,1989-10-21 22:41:18.220,36.9693,-121.8298,13.27,1.2,Md,11,210.0,1.0,0.08,NC,1167335.0,3.0
2526,5743,1989-10-21 22:42:26.870,37.1095,-121.9283,11.54,0.95,Md,5,155.0,7.0,0.01,NC,1167336.0,3.0
2527,5744,1989-10-21 22:45:10.580,37.0768,-121.8842,13.46,1.06,Md,6,138.0,5.0,0.01,NC,1167337.0,3.0
2528,5745,1989-10-21 22:46:54.290,37.0982,-121.8163,7.78,0.93,Md,4,144.0,2.0,0.0,NC,1167338.0,3.0
2529,5747,1989-10-21 22:49:07.100,37.2713,-122.0547,6.07,1.98,Md,26,100.0,1.0,0.05,NC,10090552.0,3.0
2530,5748,1989-10-21 22:51:50.120,37.0707,-121.901,14.46,2.07,Md,7,191.0,5.0,0.01,NC,213342.0,3.0
2531,5749,1989-10-21 22:52:18.430,37.1698,-122.0112,9.02,1.3,Md,14,78.0,2.0,0.04,NC,213375.0,3.0
2532,5750,1989-10-21 22:56:05.930,37.0768,-121.8845,13.74,1.21,Md,25,68.0,5.0,0.03,NC,213343.0,3.0
2533,5751,1989-10-21 23:05:38.150,36.9533,-121.6722,8.02,0.78,Md,13,101.0,2.0,0.05,NC,213345.0,3.0
2534,5752,1989-10-21 23:08:46.650,37.109,-121.8502,3.46,0.99,Md,15,75.0,1.0,0.05,NC,213346.0,3.0
2535,5753,1989-10-21 23:09:58.810,37.1425,-121.9917,13.69,1.47,Md,41,66.0,4.0,0.07,NC,213377.0,3.0
2536,5754,1989-10-21 23:11:19.650,37.1843,-121.9508,5.32,1.69,Md,26,62.0,2.0,0.06,NC,213378.0,3.0
2537,5755,1989-10-21 23:16:10.310,37.077,-121.8975,13.78,1.08,Md,23,74.0,6.0,0.03,NC,213662.0,3.0
2538,5756,1989-10-21 23:19:50.510,37.1875,-121.9637,2.79,1.72,Md,14,91.0,3.0,0.07,NC,1167341.0,3.0
2539,5757,1989-10-21 23:24:06.920,37.0822,-121.8808,10.82,1.0,Md,7,98.0,5.0,0.03,NC,1167342.0,3.0
2540,5758,1989-10-21 23:29:34.040,37.0758,-121.8945,13.94,1.91,Md,32,54.0,5.0,0.07,NC,1167343.0,3.0
2541,5759,1989-10-21 23:30:25.290,36.5525,-121.1448,2.13,1.12,Md,8,71.0,5.0,0.06,NC,1167344.0,3.0
2542,5760,1989-10-21 23:32:11.120,37.0733,-121.8893,13.55,2.21,Md,51,57.0,5.0,0.07,NC,1167345.0,3.0
2543,5761,1989-10-21 23:33:10.550,37.0973,-121.8582,3.54,1.44,Md,7,129.0,2.0,0.05,NC,1167346.0,3.0
2544,5762,1989-10-21 23:35:18.070,36.967,-121.7078,11.43,0.8,Md,5,243.0,7.0,0.02,NC,1167347.0,3.0
2545,5763,1989-10-21 23:38:52.640,37.1222,-121.8893,5.15,0.94,Md,5,109.0,5.0,0.03,NC,1167348.0,3.0
2546,5764,1989-10-21 23:40:44.860,37.1617,-121.9877,8.77,1.2,Md,25,59.0,4.0,0.05,NC,213820.0,3.0
2547,5765,1989-10-21 23:41:15.420,36.8025,-121.321,7.57,1.1,Md,9,177.0,3.0,0.01,NC,1167349.0,3.0
2548,5766,1989-10-21 23:41:27.280,37.078,-121.8847,13.3,1.6,Md,37,67.0,6.0,0.03,NC,213663.0,3.0
2549,5767,1989-10-21 23:44:44.630,37.1147,-121.9107,5.07,1.11,Md,9,82.0,6.0,0.04,NC,213665.0,3.0
2550,5768,1989-10-21 23:44:53.820,37.1557,-121.984,8.12,1.1,Md,12,88.0,4.0,0.07,NC,213834.0,3.0
2551,5769,1989-10-21 23:46:30.500,36.9433,-121.6762,8.76,0.81,Mx,13,131.0,2.0,0.03,NC,213666.0,3.0
2552,5770,1989-10-21 23:50:28.180,37.1487,-121.9848,12.5,1.36,Md,21,97.0,4.0,0.03,NC,213667.0,3.0
2553,5771,1989-10-21 23:52:10.070,37.066,-121.9263,18.06,1.58,Md,32,94.0,5.0,0.04,NC,213668.0,3.0
2554,5772,1989-10-21 23:54:00.380,37.119,-121.906,7.79,1.09,Md,22,66.0,6.0,0.03,NC,213856.0,3.0
2555,5773,1989-10-21 23:54:26.960,36.9212,-121.6697,10.88,2.31,Md,78,72.0,1.0,0.08,NC,213669.0,3.0
2556,5774,1989-10-21 23:56:32.420,37.104,-121.8703,4.94,1.02,Md,17,82.0,3.0,0.03,NC,213672.0,3.0
2557,5775,1989-10-21 23:56:50.280,37.0745,-121.8885,13.71,1.47,Md,27,71.0,5.0,0.03,NC,213857.0,3.0
2558,5776,1989-10-21 23:59:08.550,37.1352,-121.985,14.03,1.21,Md,26,66.0,6.0,0.04,NC,213859.0,3.0
2559,5777,1989-10-22 00:01:12.940,37.172,-121.9888,9.63,1.15,Md,15,77.0,3.0,0.03,NC,213861.0,4.0
2560,5778,1989-10-22 00:04:17.480,37.0287,-121.8275,15.44,1.03,Md,16,111.0,1.0,0.04,NC,214154.0,4.0
2561,5779,1989-10-22 00:04:40.030,36.9885,-121.7312,10.02,0.95,Md,29,108.0,5.0,0.04,NC,213862.0,4.0
2562,5780,1989-10-22 00:10:41.280,37.1352,-121.9985,15.63,1.38,Md,36,70.0,4.0,0.09,NC,213863.0,4.0
2563,5781,1989-10-22 00:15:27.350,36.9347,-121.5127,0.59,1.43,Md,34,47.0,2.0,0.18,NC,213865.0,4.0
2564,5782,1989-10-22 00:20:15.660,37.1855,-121.9555,3.82,1.21,Md,22,79.0,3.0,0.17,NC,213866.0,4.0
2565,5783,1989-10-22 00:27:21.700,37.0563,-121.807,7.05,1.22,Md,26,54.0,1.0,0.04,NC,213877.0,4.0
2566,5784,1989-10-22 00:28:07.230,37.1963,-122.0553,13.17,1.56,Md,35,55.0,4.0,0.08,NC,214369.0,4.0
2567,5785,1989-10-22 00:31:16.390,37.075,-121.8922,13.29,2.64,Md,74,55.0,5.0,0.08,NC,233050.0,4.0
2568,5786,1989-10-22 00:32:20.830,37.1317,-122.0205,10.4,1.12,Md,7,249.0,4.0,0.04,NC,1167352.0,4.0
2569,5787,1989-10-22 00:40:24.570,37.0727,-121.8913,14.1,1.42,Md,19,101.0,5.0,0.06,NC,1167353.0,4.0
2570,5788,1989-10-22 00:44:10.680,37.1088,-121.8997,5.52,0.92,Md,5,183.0,6.0,0.0,NC,1167354.0,4.0
2571,5790,1989-10-22 00:47:34.190,37.0757,-121.8618,9.45,0.96,Md,4,147.0,4.0,0.0,NC,1167355.0,4.0
2572,5791,1989-10-22 00:48:42.900,36.6963,-121.3307,13.46,1.06,Md,14,95.0,2.0,0.02,NC,233218.0,4.0
2573,5792,1989-10-22 00:49:14.560,36.807,-121.5088,4.36,0.22,Md,8,77.0,1.0,0.04,NC,233219.0,4.0
2574,5793,1989-10-22 00:50:31.200,37.1105,-121.8612,2.39,0.93,Md,5,142.0,2.0,0.01,NC,1167356.0,4.0
2575,5794,1989-10-22 00:51:16.890,37.0927,-121.9262,3.02,0.93,Md,4,255.0,8.0,0.0,NC,1167357.0,4.0
2576,5795,1989-10-22 00:51:31.510,37.6335,-121.6813,6.53,1.99,Md,37,97.0,2.0,0.08,NC,233057.0,4.0
2577,5796,1989-10-22 00:52:50.730,37.6432,-121.687,7.51,1.13,Md,8,85.0,2.0,0.04,NC,1167358.0,4.0
2578,5797,1989-10-22 00:55:08.500,36.9837,-121.8427,6.59,1.02,Md,5,197.0,1.0,0.09,NC,1167359.0,4.0
2579,5798,1989-10-22 00:55:38.020,37.6313,-121.6817,6.3,1.49,Md,20,107.0,2.0,0.1,NC,233058.0,4.0
2580,5799,1989-10-22 01:06:39.980,37.0113,-121.7447,7.91,1.09,Md,8,165.0,5.0,0.03,NC,1167360.0,4.0
2581,5800,1989-10-22 01:08:19.300,37.0723,-121.89,12.31,1.01,Md,9,100.0,5.0,0.02,NC,1167361.0,4.0
2582,5801,1989-10-22 01:13:02.660,37.0378,-121.8362,16.38,1.93,Md,24,66.0,3.0,0.16,NC,1167362.0,4.0
2583,5802,1989-10-22 01:18:53.490,37.0478,-121.7953,3.15,1.27,Md,9,79.0,1.0,0.11,NC,1167363.0,4.0
2584,5803,1989-10-22 01:19:11.100,37.2708,-121.9418,1.01,0.92,Md,4,270.0,9.0,0.08,NC,1167364.0,4.0
2585,5804,1989-10-22 01:20:11.040,36.9573,-121.6617,7.96,0.61,Md,4,151.0,3.0,0.0,NC,1167365.0,4.0
2586,5805,1989-10-22 01:20:37.370,36.9558,-121.7017,12.04,0.79,Md,7,139.0,8.0,0.03,NC,1167366.0,4.0
2587,5806,1989-10-22 01:21:18.750,36.9823,-121.7048,6.51,0.55,Md,5,182.0,3.0,0.01,NC,1167367.0,4.0
2588,5807,1989-10-22 01:25:07.570,37.089,-121.8257,3.93,0.84,Md,8,95.0,2.0,0.03,NC,1167369.0,4.0
2589,5808,1989-10-22 01:31:06.700,37.0913,-121.8713,3.8,0.97,Md,6,201.0,7.0,0.02,NC,1167370.0,4.0
2590,5809,1989-10-22 01:34:47.650,37.2158,-122.0117,3.31,1.16,Md,10,117.0,3.0,0.02,NC,1167371.0,4.0
2591,5810,1989-10-22 01:36:02.560,37.15,-121.7628,1.13,0.79,Md,5,273.0,8.0,0.04,NC,1167372.0,4.0
2592,5811,1989-10-22 01:37:41.900,37.0795,-121.8888,12.36,1.05,Md,7,146.0,6.0,0.04,NC,1167373.0,4.0
2593,5812,1989-10-22 01:38:25.420,37.148,-121.9743,4.89,1.0,Md,4,251.0,11.0,0.04,NC,1167374.0,4.0
2594,5813,1989-10-22 01:52:41.620,37.0747,-121.8223,4.24,0.94,Md,4,167.0,4.0,0.02,NC,1167375.0,4.0
2595,5814,1989-10-22 01:55:55.590,37.1238,-121.9082,8.79,1.69,Md,35,49.0,5.0,0.05,NC,237268.0,4.0
2596,5815,1989-10-22 01:58:22.200,36.9798,-121.7473,14.54,1.15,Md,11,170.0,8.0,0.02,NC,1167377.0,4.0
2597,5816,1989-10-22 02:09:16.920,37.0148,-121.7452,5.34,0.55,Md,5,128.0,5.0,0.03,NC,1167379.0,4.0
2598,5817,1989-10-22 02:13:26.730,36.9813,-121.763,15.48,1.58,Md,8,243.0,6.0,0.01,NC,1167380.0,4.0
2599,5818,1989-10-22 02:16:38.220,36.9897,-121.7895,15.59,1.18,Md,9,199.0,4.0,0.02,NC,1167382.0,4.0
2600,5819,1989-10-22 02:20:31.110,37.11,-121.859,2.67,1.25,Md,10,81.0,2.0,0.04,NC,1167383.0,4.0
2601,5820,1989-10-22 02:22:53.030,37.1168,-121.8447,1.61,1.48,Md,13,72.0,1.0,0.06,NC,1167384.0,4.0
2602,5821,1989-10-22 02:32:08.540,36.9902,-121.7733,14.08,1.37,Md,12,110.0,5.0,0.03,NC,1167386.0,4.0
2603,5822,1989-10-22 02:33:51.660,37.1522,-121.9797,25.4,1.75,Md,13,147.0,5.0,0.4,NC,1167387.0,4.0
2604,5823,1989-10-22 02:35:21.850,37.1003,-121.8693,4.43,1.57,Md,12,86.0,8.0,0.05,NC,1167388.0,4.0
2605,5824,1989-10-22 02:35:51.010,37.1343,-121.9153,8.77,1.53,Md,13,101.0,4.0,0.05,NC,1167389.0,4.0
2606,5825,1989-10-22 02:38:26.920,36.9148,-121.6838,6.71,0.29,Md,4,188.0,3.0,0.04,NC,1167390.0,4.0
2607,5826,1989-10-22 02:40:31.970,36.93,-121.6732,10.87,0.97,Md,16,129.0,1.0,0.08,NC,1167391.0,4.0
2608,5827,1989-10-22 02:43:17.370,36.9922,-121.6808,1.55,0.93,Md,4,132.0,4.0,0.0,NC,1167392.0,4.0
2609,5828,1989-10-22 02:46:05.400,36.9248,-121.6687,10.34,1.7,Md,64,73.0,1.0,0.05,NC,237223.0,4.0
2610,5829,1989-10-22 02:46:25.070,37.1645,-121.9648,6.32,1.64,Md,28,55.0,3.0,0.07,NC,237507.0,4.0
2611,5830,1989-10-22 02:51:24.300,37.107,-121.9805,15.46,2.14,Md,59,70.0,8.0,0.08,NC,237225.0,4.0
2612,5831,1989-10-22 02:54:29.490,37.0733,-121.8945,13.48,2.44,Md,71,56.0,5.0,0.06,NC,237226.0,4.0
2613,5832,1989-10-22 03:01:31.650,37.149,-121.9723,12.4,0.97,Md,4,280.0,4.0,0.01,NC,1167393.0,4.0
2614,5833,1989-10-22 03:04:41.260,37.1172,-121.9653,16.86,1.13,Md,7,205.0,9.0,0.01,NC,1167394.0,4.0
2615,5834,1989-10-22 03:06:12.760,37.0608,-121.8468,10.91,1.04,Md,8,139.0,5.0,0.03,NC,1167395.0,4.0
2616,5835,1989-10-22 03:12:23.640,36.9668,-121.6745,4.4,0.59,Md,5,213.0,2.0,0.15,NC,1167396.0,4.0
2617,5836,1989-10-22 03:20:21.690,36.9972,-121.7505,12.34,1.33,Md,23,102.0,7.0,0.06,NC,1167397.0,4.0
2618,5837,1989-10-22 03:24:07.180,37.1793,-121.9585,4.19,0.92,Md,7,123.0,3.0,0.03,NC,1167398.0,4.0
2619,5838,1989-10-22 03:24:33.210,36.977,-121.7375,14.97,1.85,Md,48,69.0,5.0,0.07,NC,1167399.0,4.0
2620,5839,1989-10-22 03:26:56.980,37.1428,-122.0062,15.96,1.56,Md,17,70.0,7.0,0.09,NC,1167400.0,4.0
2621,5840,1989-10-22 03:28:08.140,37.1833,-121.9842,1.87,0.9,Md,5,108.0,2.0,0.02,NC,1167401.0,4.0
2622,5841,1989-10-22 03:30:35.370,37.1618,-121.9807,10.0,1.14,Md,7,82.0,4.0,0.01,NC,1167402.0,4.0
2623,5842,1989-10-22 03:31:51.960,37.1893,-121.9752,3.89,1.25,Md,11,115.0,2.0,0.03,NC,1167403.0,4.0
2624,5843,1989-10-22 03:32:54.990,37.0418,-121.7877,7.07,1.75,Md,26,64.0,2.0,0.09,NC,1167405.0,4.0
2625,5844,1989-10-22 03:33:15.700,37.1057,-121.8685,5.2,1.51,Md,10,118.0,3.0,0.03,NC,1167406.0,4.0
2626,5845,1989-10-22 03:37:22.760,36.9852,-121.753,14.09,1.32,Md,11,115.0,7.0,0.02,NC,1167407.0,4.0
2627,5846,1989-10-22 03:37:55.320,37.1662,-121.9733,7.3,0.96,Md,13,91.0,4.0,0.05,NC,1167408.0,4.0
2628,5847,1989-10-22 03:38:31.080,37.0798,-121.8093,8.8,2.11,Md,63,36.0,3.0,0.07,NC,237207.0,4.0
2629,5848,1989-10-22 03:40:02.630,37.1823,-121.989,6.76,1.05,Md,12,78.0,2.0,0.05,NC,1167409.0,4.0
2630,5849,1989-10-22 03:41:09.440,37.0917,-121.8375,4.23,1.66,Md,12,110.0,2.0,0.04,NC,1167410.0,4.0
2631,5850,1989-10-22 03:45:47.360,37.1092,-122.055,8.45,1.04,Md,5,256.0,11.0,0.09,NC,1167411.0,4.0
2632,5851,1989-10-22 04:06:38.520,36.9062,-121.6093,9.65,0.73,Md,4,163.0,6.0,0.0,NC,1167412.0,4.0
2633,5852,1989-10-22 04:07:28.880,37.15,-121.9662,10.7,1.03,Md,11,72.0,4.0,0.03,NC,1167413.0,4.0
2634,5853,1989-10-22 04:07:54.430,36.9675,-121.6898,6.11,1.13,Md,23,79.0,2.0,0.04,NC,1167414.0,4.0
2635,5854,1989-10-22 04:16:33.000,37.0083,-121.7285,7.81,1.55,Md,8,125.0,5.0,0.03,NC,1167416.0,4.0
2636,5855,1989-10-22 04:20:42.820,36.979,-121.9718,4.64,1.02,Md,4,292.0,7.0,0.25,NC,1167417.0,4.0
2637,5856,1989-10-22 04:22:50.540,37.183,-122.0437,9.28,1.18,Md,12,85.0,2.0,0.05,NC,1167418.0,4.0
2638,5857,1989-10-22 04:25:49.480,37.0778,-121.8823,12.48,1.02,Md,6,138.0,5.0,0.01,NC,1167419.0,4.0
2639,5858,1989-10-22 04:26:14.820,37.0772,-121.8958,13.62,1.15,Md,10,146.0,6.0,0.02,NC,1167420.0,4.0
2640,5859,1989-10-22 04:29:57.400,37.1172,-121.8727,2.52,1.16,Md,7,94.0,4.0,0.01,NC,1167421.0,4.0
2641,5860,1989-10-22 04:33:22.900,37.1367,-121.989,14.78,1.79,Md,50,67.0,5.0,0.07,NC,237064.0,4.0
2642,5861,1989-10-22 04:34:46.690,36.9603,-121.717,13.94,0.91,Md,5,126.0,2.0,0.01,NC,1167422.0,4.0
2643,5862,1989-10-22 04:37:40.680,37.064,-121.8848,12.95,1.4,Md,17,81.0,4.0,0.03,NC,1167423.0,4.0
2644,5863,1989-10-22 04:38:55.740,36.9677,-121.6945,10.52,1.15,Md,20,94.0,2.0,0.05,NC,1167424.0,4.0
